PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,ThemeList
5AflK,8/5pk1/6p1/PQ5p/3bN2P/5qPK/8/8 w - - 0 41,e4g5 f3h1,1468,84,87,5450,endgame mate mateIn1 oneMove,https://lichess.org/Ph4Vohbb#81,,"['endgame', 'mate', 'mateIn1', 'oneMove']"
2cSMj,8/b6k/8/8/8/3P2r1/P3RP1K/8 b - - 1 38,g3d3 e2e7 h7h6 e7a7,921,177,25,17,advantage endgame fork short,https://lichess.org/DAgB6SPL/black#76,,"['advantage', 'endgame', 'fork', 'short']"
0W3wN,2r4k/5p1p/p3ppq1/1p6/3Q4/P5RP/1Pr2PP1/3R2K1 b - - 7 27,g6f5 d4d8 c8d8 d1d8,805,75,100,374,endgame mate mateIn2 sacrifice short,https://lichess.org/GPXefl55/black#54,,"['endgame', 'mate', 'mateIn2', 'sacrifice', 'short']"
1o76R,2r5/pp1k1ppr/1q2p3/3pP1Q1/6P1/1R6/PP3PK1/2R5 b - - 2 25,b6a6 c1c8 d7c8 g5e7,1983,76,82,55,crushing endgame master short,https://lichess.org/rqMzoP6h/black#50,,"['crushing', 'endgame', 'master', 'short']"
4gYvZ,N2k2nr/pp3ppp/2np4/2b2b2/5BP1/8/PqP1PP1P/R2QKB1R w KQ - 0 11,g4f5 c5b4 f4d2 b4d2 e1d2 b2d4 d2c1 d4a1,2267,77,91,553,advantage attraction interference middlegame veryLong,https://lichess.org/Tc0D19bk#21,Van_Geet_Opening Van_Geet_Opening_Napoleon_Attack,"['advantage', 'attraction', 'interference', 'middlegame', 'veryLong']"
56NPB,3r1rk1/ppp2pp1/2b2qnp/5N1Q/2P5/1P6/P1B3PP/R4RK1 b - - 0 22,d8d2 f5h6 g7h6 f1f6 d2g2 g1f1,1530,77,94,20159,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/sUY9kHmp/black#44,,"['crushing', 'discoveredAttack', 'kingsideAttack', 'long', 'middlegame']"
0oYKA,2rq1rk1/pp2bp1p/4p1p1/1b1pPP2/8/P1B4R/1P1Q2PP/1N5K b - - 0 26,e6f5 d2h6 e7h4 h3h4 d8h4 h6h4,1463,77,93,6994,advantage long middlegame,https://lichess.org/EUMSw5xg/black#52,,"['advantage', 'long', 'middlegame']"
3uZ3P,8/7p/5P1P/3n2K1/8/6k1/8/8 b - - 0 67,d5f6 g5f6 g3f4 f6g7 f4e5 g7h7 e5f6 h7g8,880,81,97,203,crushing endgame hangingPiece veryLong,https://lichess.org/JWy8oSSG/black#134,,"['crushing', 'endgame', 'hangingPiece', 'veryLong']"
3xkOk,1R2r1k1/4npbp/p3p1p1/2Qp4/q3P3/2P4P/5PP1/1R4K1 b - - 3 26,d5e4 c5e7 a4d1 b1d1,1596,75,96,41785,crushing middlegame pin short,https://lichess.org/n7rd063l/black#52,,"['crushing', 'middlegame', 'pin', 'short']"
0xQsj,8/pp6/k3q3/2Qp4/1P3p2/P2B4/1KP5/4r3 b - - 2 35,b7b5 c5b5,1757,350,57,32,endgame mate mateIn1 oneMove,https://lichess.org/PFkEKR5e/black#70,,"['endgame', 'mate', 'mateIn1', 'oneMove']"
56kjj,5rk1/1R3Nbp/2B1b1p1/1P6/6P1/3p1Q2/1n1R1PKP/2q5 b - - 0 46,e6f7 b7f7 f8f7 c6d5,1689,77,93,1597,crushing master middlegame pin sacrifice short,https://lichess.org/A9oWv7mP/black#92,,"['crushing', 'master', 'middlegame', 'pin', 'sacrifice', 'short']"
4eLxx,2kr4/Q5pp/2r1pp2/p1B1q3/8/7P/PP4P1/2R3K1 b - - 0 32,e5c7 a7a8 c8d7 c1d1 c6d6 d1d6 c7d6 a8d8 d7d8 c5d6,1913,75,93,3138,advantage endgame exposedKing veryLong,https://lichess.org/KBmnSY6v/black#64,,"['advantage', 'endgame', 'exposedKing', 'veryLong']"
11GF5,r1b2rk1/ppp2qb1/3p4/3Pp1p1/2P2pN1/P2B1PpP/1PQ3P1/3R1RK1 b - - 1 24,g7f6 g4h6 g8h8 h6f7,1597,75,93,12358,crushing fork middlegame short,https://lichess.org/I5fBQoEx/black#48,,"['crushing', 'fork', 'middlegame', 'short']"
35jQM,2k5/pp4pp/2p5/8/P2q4/2r1npP1/P4R1P/1R2Q2K w - - 0 25,f2f3 d4e4 h1g1 e4f3,1668,74,91,549,advantage endgame pin short,https://lichess.org/Lk4hj1JY#49,,"['advantage', 'endgame', 'pin', 'short']"
2bPJJ,2r2rk1/4bpp1/p2p4/q3n1P1/3NP2Q/8/1KP1B3/3R3R b - - 0 27,a5c3 b2a2 c3a5 a2b1 a5b4 d4b3,2414,78,76,95,crushing defensiveMove long middlegame,https://lichess.org/eJ0XPBX2/black#54,,"['crushing', 'defensiveMove', 'long', 'middlegame']"
1rcJu,3r1nk1/7p/p3B1pQ/4q1N1/1p1p4/1P4P1/P1P4P/7K b - - 1 30,f8e6 h6h7 g8f8 h7f7,1006,97,95,3011,endgame mate mateIn2 short,https://lichess.org/mCqwqm4a/black#60,,"['endgame', 'mate', 'mateIn2', 'short']"
52jE5,r2q2kr/pppP1ppp/4B3/8/1B3Pn1/8/PPP3PP/2KnQ1NR b - - 0 17,f7e6 e1e6,1095,212,67,13,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/jbn1NqO5/black#34,Center_Game Center_Game_Berger_Variation,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
0U6pN,3r2k1/1p1b2p1/p2Np2p/q1r2p2/P2Q4/2P1P1P1/5PP1/R4RK1 b - - 1 21,a5c3 d6b7 c3d4 e3d4,1892,74,85,183,advantage fork middlegame short,https://lichess.org/JZ772n5O/black#42,,"['advantage', 'fork', 'middlegame', 'short']"
4m9Qj,6k1/2p2p1p/2Bb2p1/P2Pp3/1r2q3/6Q1/R4P2/R5K1 w - - 2 42,a5a6 b4b1 a1b1 e4b1 g1g2 b1a2,1302,112,58,25,advantage fork long middlegame,https://lichess.org/gHHtUqLh#83,,"['advantage', 'fork', 'long', 'middlegame']"
3ETkh,3rk1nr/pp2pp1p/2n3p1/8/2PqP3/5P2/P2BBP1P/R2QK2R w KQk - 4 14,d2e3 d4c3 e1f1 d8d1,1338,127,71,32,crushing discoveredAttack middlegame short,https://lichess.org/hJfwHglz#27,Modern_Defense Modern_Defense_Averbakh_System,"['crushing', 'discoveredAttack', 'middlegame', 'short']"
35K5n,8/p1Q4p/5nk1/2p1p3/3pPp1P/P2P1K2/1Pr2P2/8 w - - 6 42,c7e5 c2f2 f3f2 f6g4 f2f3 g4e5,1191,83,94,364,attraction crushing endgame fork long sacrifice,https://lichess.org/fEAmcrfp#83,,"['attraction', 'crushing', 'endgame', 'fork', 'long', 'sacrifice']"
0cFSq,6rk/1pR4p/8/3pP3/1P2p3/P3Pq1P/2R2QrP/7K w - - 0 38,f2g2 f3d1 g2f1 d1f1,1654,75,96,2569,endgame mate mateIn2 short,https://lichess.org/ZY8I4xMW#75,,"['endgame', 'mate', 'mateIn2', 'short']"
1MLPm,7r/3N4/3Pk2p/2K4R/1PPr4/8/8/8 b - - 1 52,d4d6 d7f8 e6e7 h5e5 e7d8 c5d6,1954,75,91,221,crushing deflection endgame exposedKing long,https://lichess.org/ikCIGob8/black#104,,"['crushing', 'deflection', 'endgame', 'exposedKing', 'long']"
4XMua,2b1r1k1/p1pN2q1/1pP2p1p/2n2R2/Q7/5P2/P3p1PP/4R1K1 w - - 1 34,d7f6 g7f6 a4c4 c8e6,2347,85,91,1525,advantage middlegame short,https://lichess.org/1yktC1Dx#67,,"['advantage', 'middlegame', 'short']"
5J11j,4r1k1/5pq1/7p/6p1/8/8/Q5P1/5R1K b - - 0 38,e8e4 a2a8 g7f8 a8e4,1037,85,94,670,crushing endgame fork master short,https://lichess.org/zpSHCHSY/black#76,,"['crushing', 'endgame', 'fork', 'master', 'short']"
32ehi,3q1r2/1p3N1k/4p1p1/2r4p/4pQ2/2P5/PP6/6RK b - - 0 33,d8e7 f4h6 h7g8 h6g6,1961,83,90,1963,deflection endgame mate mateIn2 short,https://lichess.org/XNWCi0Z8/black#66,,"['deflection', 'endgame', 'mate', 'mateIn2', 'short']"
1ix9Y,7r/1p2kp2/p2q4/3pp3/4P1n1/2PQ4/P4PP1/R3R1K1 w - - 1 25,e4d5 h8h1 g1h1 g4f2 h1g1 f2d3,2182,76,94,10924,attraction crushing deflection endgame fork long sacrifice,https://lichess.org/cqOKGhDx#49,,"['attraction', 'crushing', 'deflection', 'endgame', 'fork', 'long', 'sacrifice']"
43Pn0,r3kb1r/pp3ppp/1q2p1n1/3pn3/6b1/NPP2N2/P3BPPP/R1BQ1RK1 b kq - 1 12,f8e7 f3e5 g4e2 d1e2,1598,79,84,71,advantage middlegame short,https://lichess.org/eHUxYcu5/black#24,Sicilian_Defense Sicilian_Defense_Alapin_Variation,"['advantage', 'middlegame', 'short']"
4NO9C,8/1p6/3k1p1p/1P4p1/3KP1P1/6P1/8/8 w - - 1 51,b5b6 d6c6 d4c4 c6b6 c4d5 b6c7 d5e6 c7d8,2440,88,81,41,crushing defensiveMove endgame pawnEndgame veryLong,https://lichess.org/nOE29kPX#101,,"['crushing', 'defensiveMove', 'endgame', 'pawnEndgame', 'veryLong']"
1QPd0,r4rk1/1pp2ppp/8/pq2p3/1P3n2/P1PP2QP/3B1PP1/R4RK1 w - - 3 22,c3c4 f4e2 g1h2 e2g3 c4b5 g3f1,878,84,96,1102,crushing fork long middlegame,https://lichess.org/0ijU77jr#43,,"['crushing', 'fork', 'long', 'middlegame']"
4uh0z,8/4pp2/2RP1kp1/7p/3rPK1P/5PP1/8/8 b - - 0 53,d4d6 e4e5 f6e6 e5d6,1126,76,94,8591,crushing endgame fork master rookEndgame short,https://lichess.org/BesQXn4B/black#106,,"['crushing', 'endgame', 'fork', 'master', 'rookEndgame', 'short']"
3JJaZ,r6Q/1p2kp2/p1p5/4Pr2/4q3/6P1/PPPK1P2/R2R4 w - - 4 27,h8a8 f5f2 d2c3 e4c2 c3d4 c2b2,2670,113,89,1081,crushing deflection endgame long,https://lichess.org/YqqdDCn5#53,,"['crushing', 'deflection', 'endgame', 'long']"
22kqv,1R6/4kpbp/p1N3p1/1pp1p3/4P3/6P1/PPPr1P1P/6K1 b - - 4 27,e7d7 b8d8 d7c6 d8d2,1068,83,93,4915,advantage endgame short skewer,https://lichess.org/iG2yKWW1/black#54,,"['advantage', 'endgame', 'short', 'skewer']"
1dd8q,rn1q1rk1/p4pp1/1p2pn1p/3p4/3P1Q2/2P2NP1/PP1NKPPR/R7 b - - 2 15,b8d7 a1h1 f6h7 h2h6 g7h6 f4h6 f8e8 h6h7,2768,110,88,521,crushing kingsideAttack middlegame quietMove sacrifice veryLong,https://lichess.org/YBYEQ7os/black#30,Queens_Pawn_Game Queens_Pawn_Game_Steinitz_Countergambit,"['crushing', 'kingsideAttack', 'middlegame', 'quietMove', 'sacrifice', 'veryLong']"
4DLM2,8/5pk1/2P5/5r2/7p/1K6/8/7B b - - 0 39,f5f1 h1e4 f1c1 e4c2 h4h3 c6c7 c1c2 b3c2,2199,149,100,19,advancedPawn endgame equality quietMove veryLong,https://lichess.org/sz60YVpr/black#78,,"['advancedPawn', 'endgame', 'equality', 'quietMove', 'veryLong']"
4nyth,7Q/1p1kn2p/p1p5/3p1p2/3Pq3/P2N4/1PPK4/8 b - - 7 38,f5f4 d3c5 d7c7 c5e4,1108,80,91,173,crushing endgame fork master short,https://lichess.org/36t4toKw/black#76,,"['crushing', 'endgame', 'fork', 'master', 'short']"
2eozm,r2r2k1/1b3ppp/p3pn2/Bp6/3b4/1B3N2/PP3PPP/R2R2K1 b - - 1 16,d4b2 d1d8 a8d8 a1b1 d8c8 b1b2,2032,76,88,186,advantage long middlegame,https://lichess.org/tg1tSTQF/black#32,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,"['advantage', 'long', 'middlegame']"
1LUQ5,2r1k2r/2q2pp1/p1p1p1p1/2Pp1bB1/Nb1P2P1/1P6/P3QP1P/R4RK1 w k - 1 18,g4f5 c7h2,753,79,100,70,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/YTrAyskc#35,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
5Bwkd,1k1r3r/pp4pp/3b4/3p4/P2Q4/2N2qP1/5P1P/R4RK1 b - - 0 22,h7h5 c3b5 f3f6 d4a7,1657,76,85,869,crushing middlegame queensideAttack short,https://lichess.org/HriS3ivO/black#44,,"['crushing', 'middlegame', 'queensideAttack', 'short']"
1Qf0y,7k/pp3P2/1nr4r/3p4/2P1N3/1P6/P7/2K3R1 b - - 0 34,b6d7 g1g8 h8h7 e4g5,1635,76,94,2877,endgame mate mateIn2 short,https://lichess.org/Rb2dwsPo/black#68,,"['endgame', 'mate', 'mateIn2', 'short']"
1edWp,4r1k1/1p6/7p/6p1/8/5pPP/5P1B/R3q1K1 w - - 1 35,a1e1 e8e1,723,126,57,48,endgame mate mateIn1 oneMove,https://lichess.org/vIDmN5bZ#69,,"['endgame', 'mate', 'mateIn1', 'oneMove']"
41vom,8/5p2/4pP2/3p2pP/3P2Kn/8/pk6/6R1 w - - 12 55,g4g5 h4f3 g5h6 f3g1,754,101,92,393,crushing endgame fork short,https://lichess.org/WXrOXPhz#109,,"['crushing', 'endgame', 'fork', 'short']"
32iXu,4rkR1/1pp2p2/p2pr2p/5N1q/PPP1P3/2Qn3P/5PP1/6K1 b - - 1 32,f8g8 c3g7,834,78,100,237,endgame mate mateIn1 oneMove,https://lichess.org/ACIxQHjq/black#64,,"['endgame', 'mate', 'mateIn1', 'oneMove']"
2Bg70,r5k1/p6p/R6R/2p1qpp1/2Pb4/7P/2Q2PP1/6K1 w - - 0 28,h6h5 e5e1 g1h2 d4f2 h5g5 g8h8 c2b2 f2d4 b2d4 c5d4,2079,75,94,717,crushing deflection endgame veryLong,https://lichess.org/lW062g2O#55,,"['crushing', 'deflection', 'endgame', 'veryLong']"
3bhJB,1r1r2k1/3q1pbp/bn2p1p1/Bp1p4/P3PP2/N2P2P1/2Q3BP/1R1R2K1 w - - 2 24,a3b5 d8c8 c2e2 b6a4,2342,86,90,930,crushing middlegame short,https://lichess.org/EurszQq9#47,,"['crushing', 'middlegame', 'short']"
2OmwX,6k1/pQ3ppp/2p3q1/4r3/2B5/2P3Pb/P4P1P/R5K1 b - - 0 19,g6e4 b7f7 g8h8 f7f8,1270,75,80,317,endgame mate mateIn2 short,https://lichess.org/jRQE4f1P/black#38,,"['endgame', 'mate', 'mateIn2', 'short']"
4uezF,r1bq1rk1/p3pp1p/1pn3pB/2p5/8/3P1NN1/P3BPPP/Q3K2R b K - 1 13,f8e8 a1g7,676,102,88,774,mate mateIn1 middlegame oneMove,https://lichess.org/grSoTxFH/black#26,Sicilian_Defense Sicilian_Defense_Other_variations,"['mate', 'mateIn1', 'middlegame', 'oneMove']"
2kJpv,r2qk2r/pp3ppp/2p2n2/2b1p3/6Q1/7P/PPPP1PP1/RNB2RK1 w kq - 2 12,g4g7 h8g8 g7g8 f6g8,1328,78,91,487,advantage middlegame short,https://lichess.org/DTJWWrzU#23,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,"['advantage', 'middlegame', 'short']"
4BnPZ,6k1/5ppp/2p2n2/q1n1pN2/4P1PP/5P2/1pP1BK2/rR1R4 b - - 0 28,a5c3 d1d8 f6e8 d8e8,514,99,95,798,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/NF6jMmYe/black#56,,"['kingsideAttack', 'master', 'mate', 'mateIn2', 'middlegame', 'short']"
3wfaM,7k/pp3ppp/2p2b2/6B1/P1P5/1P4QP/5PPK/1q6 b - - 3 29,f6g5 g3b8 g5d8 b8d8,900,80,90,289,backRankMate endgame mate mateIn2 short,https://lichess.org/FtcGHp32/black#58,,"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']"
4G8q9,8/P5p1/8/1R3p2/1P1PbP2/4Bk2/7P/4b1K1 w - - 1 42,e3c1 e1f2 g1f1 e4d3,1012,89,95,554,endgame mate mateIn2 short,https://lichess.org/JKlrDFin#83,,"['endgame', 'mate', 'mateIn2', 'short']"
4RCrk,1k4r1/pp6/q7/2P5/3BR2p/PQ2Pp1P/3r1P2/5RK1 w - - 1 43,g1h2 g8g2 h2h1 a6f1,1677,76,89,887,mate mateIn2 middlegame short,https://lichess.org/utJBZN49#85,,"['mate', 'mateIn2', 'middlegame', 'short']"
3DdrQ,r2qkb1r/ppp2Bp1/2np1n1p/4p3/4P3/1QPPBb2/PP3PPP/RN2K2R b KQkq - 0 8,e8d7 b3e6,727,117,96,695,mate mateIn1 oneMove opening,https://lichess.org/oNUuVbzB/black#16,Philidor_Defense Philidor_Defense_Other_variations,"['mate', 'mateIn1', 'oneMove', 'opening']"
1IY6M,3r1knr/pp3pp1/4bq1p/1B2R3/8/2N5/PP2QbPP/R1B4K b - - 1 17,e6g4 e5e8 d8e8 e2e8,917,77,90,292,mate mateIn2 middlegame short,https://lichess.org/ztTZTFFT/black#34,Danish_Gambit_Accepted Danish_Gambit_Accepted_Other_variations,"['mate', 'mateIn2', 'middlegame', 'short']"
1Ch2K,3r3k/pp4pp/4Qr2/3N4/2q5/4PB2/P4PPP/3R2K1 w - - 2 27,d5f6 d8d1 f3d1 c4e6,1079,76,98,324,crushing endgame short,https://lichess.org/XKPRmUfb#53,,"['crushing', 'endgame', 'short']"
3w7ee,3r1rk1/2Q2p1p/2n3p1/8/2q3n1/4B3/PP3PPP/RN3RK1 w - - 0 24,f1c1 c4c1 e3c1 d8d1,1380,80,92,1996,mate mateIn2 middlegame sacrifice short,https://lichess.org/eJK4Z2Ks#47,,"['mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']"
322k0,8/6p1/3k4/p5Pp/P1K1R1rP/1P6/8/8 w - - 6 45,e4d4 d6e5 d4g4 h5g4,2145,76,96,240,crushing defensiveMove endgame rookEndgame short,https://lichess.org/0hBdrwuW#89,,"['crushing', 'defensiveMove', 'endgame', 'rookEndgame', 'short']"
3Zy17,r4rk1/p5pp/b1p5/3pq3/8/8/PPP3PP/RN2R1K1 w - - 0 18,e1e5 f8f1,554,108,92,346,endgame mate mateIn1 oneMove operaMate,https://lichess.org/m84oZhJn#35,Sicilian_Defense Sicilian_Defense_Marshall_Counterattack,"['endgame', 'mate', 'mateIn1', 'oneMove', 'operaMate']"
4Ir90,1r4k1/p3Qpp1/1b2p2p/3b4/4q3/6R1/6PP/5R1K b - - 13 34,d5c4 e7f7 g8h8 f7g7,1185,83,92,237,mate mateIn2 middlegame short,https://lichess.org/t4OcXhA4/black#68,,"['mate', 'mateIn2', 'middlegame', 'short']"
1EwAq,4r1k1/1p3pp1/p1p1b3/2PpR1pP/3P1Q2/8/2q2P2/4R1K1 w - - 0 32,f4g5 f7f6 e5e6 e8e6,1857,76,95,6703,crushing endgame fork short,https://lichess.org/lOmCzWeZ#63,,"['crushing', 'endgame', 'fork', 'short']"
0GQca,r1b1k2r/ppp2pp1/7p/3qP3/1b6/4P3/PP1NBPPP/R2QK2R b KQkq - 0 12,d5e5 d1a4 c8d7 a4b4,1240,79,96,1164,crushing fork middlegame short,https://lichess.org/ZciEpubZ/black#24,Queens_Gambit_Declined Queens_Gambit_Declined_Harrwitz_Attack,"['crushing', 'fork', 'middlegame', 'short']"
1W0C3,5r1k/6p1/P1ppQ3/4n3/4P2p/4P2P/6PK/3r4 b - - 0 49,f8f6 e6e8 h8h7 e8h5 h7g8 h5d1,2035,75,79,89,crushing endgame fork long,https://lichess.org/DZRvPMIE/black#98,,"['crushing', 'endgame', 'fork', 'long']"
55EPf,r5k1/p4p1p/1p2p3/1P3P2/1q1r4/5Q2/B5PP/5RK1 b - - 0 23,a8f8 f5e6 f7e6 f3g3 d4g4 a2e6,2408,118,77,46,crushing endgame intermezzo long pin,https://lichess.org/VFWYYYTH/black#46,,"['crushing', 'endgame', 'intermezzo', 'long', 'pin']"
3hgFM,1Q1R4/p4pk1/1p3r1p/6p1/1P4K1/4P3/P3qPP1/8 w - - 10 34,g4h3 e2h5 h3g3 h5h4,1377,75,83,877,endgame mate mateIn2 short,https://lichess.org/mJiQPEbf#67,,"['endgame', 'mate', 'mateIn2', 'short']"
08Lk6,3r3k/2q2p2/p3pQpp/1p5r/8/4P1P1/PP4N1/1B3RK1 b - - 1 32,h8g8 b1g6 f7g6 f6g6 c7g7 g6h5,1440,76,98,1102,advantage fork long middlegame,https://lichess.org/71AtjY1O/black#64,,"['advantage', 'fork', 'long', 'middlegame']"
3tZQn,r1bq1B1r/ppppnp1k/1bn5/4p2Q/2B4N/8/PP3PPP/R4RK1 b - - 5 14,h7g8 h5f7,1503,79,82,227,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/lUnnTk96/black#28,Scotch_Game Scotch_Game_Haxo_Gambit,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
0JWaz,8/8/8/1P4p1/2K2p2/5P2/6k1/8 b - - 0 53,g2f3 b5b6 f3g2 b6b7 f4f3 b7b8q,591,105,95,615,advancedPawn crushing endgame long pawnEndgame promotion,https://lichess.org/ozCuR66u/black#106,,"['advancedPawn', 'crushing', 'endgame', 'long', 'pawnEndgame', 'promotion']"
3oi8G,8/1p3k2/p2p4/2P5/PP1K4/8/8/8 b - - 0 42,f7e7 d4d5 d6c5 d5c5 e7e6 c5b6,1972,77,94,15046,crushing endgame long pawnEndgame,https://lichess.org/lGAQfiP9/black#84,,"['crushing', 'endgame', 'long', 'pawnEndgame']"
2UwWE,6rr/1ppk2q1/pbnppp1p/4p2Q/4P2B/1NPP4/PP3PPP/R4R1K w - - 1 18,a2a4 g7g2,471,90,100,270,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Y1RACqys#35,Italian_Game Italian_Game_Giuoco_Pianissimo,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
4sccH,6k1/1p4pp/p3Pb2/3B4/P7/8/2r3PP/3K1R2 b - - 3 36,c2c8 e6e7 g8h8 f1f6 g7f6 d5f7,2036,78,91,1240,advancedPawn crushing defensiveMove discoveredAttack discoveredCheck endgame long sacrifice,https://lichess.org/rRHfIcqx/black#72,,"['advancedPawn', 'crushing', 'defensiveMove', 'discoveredAttack', 'discoveredCheck', 'endgame', 'long', 'sacrifice']"
53xN9,5rk1/p5p1/1p2pn2/3b2B1/1n1P3Q/7R/P1r3PP/R5K1 w - - 0 23,g5f6 c2g2 g1f1 f8f6 h4f6 g7f6,1597,98,79,21,advantage intermezzo long middlegame,https://lichess.org/uDKAgEye#45,,"['advantage', 'intermezzo', 'long', 'middlegame']"
32OOD,6rk/6pp/8/5pQ1/4b2R/P1P1P2P/2q3PK/8 b - - 3 40,h7h6 h4h6 g7h6 g5h6,1269,118,82,23,endgame mate mateIn2 sacrifice short,https://lichess.org/Vj9E26ul/black#80,,"['endgame', 'mate', 'mateIn2', 'sacrifice', 'short']"
254bu,1k6/pp3r2/8/2Qp1r2/8/1P1P1pp1/P1P5/4KR2 w - - 0 40,a2a4 f3f2 e1e2 g3g2 f1f2 g2g1q c5d6 b8c8,2605,89,84,318,advancedPawn crushing defensiveMove endgame promotion queenRookEndgame veryLong,https://lichess.org/OdvbBnol#79,,"['advancedPawn', 'crushing', 'defensiveMove', 'endgame', 'promotion', 'queenRookEndgame', 'veryLong']"
5IMZu,8/p2bR1pk/1p3q1p/2p2p2/2P5/3P4/P3Q1PP/7K w - - 0 32,e7d7 f6a1 e2d1 a1d1,542,85,52,110,backRankMate endgame mate mateIn2 short,https://lichess.org/iDcIIJVt#63,,"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']"
48Wzl,2r5/6k1/4pNp1/5pQ1/p6P/3p1R2/P4PPK/1qr5 b - - 0 37,d3d2 f6h5 g7f7 g5f6 f7e8 f6e6,2155,86,87,31,crushing deflection endgame long pin,https://lichess.org/Ql6lqdvm/black#74,,"['crushing', 'deflection', 'endgame', 'long', 'pin']"
0bcN0,8/2pr4/1b1r3p/p1pPk3/5R2/P4K2/5P1P/3R4 b - - 0 37,d6d5 d1e1 e5d6 f4f6,1768,75,96,16862,endgame epauletteMate mate mateIn2 short,https://lichess.org/ZUEpIKjj/black#74,,"['endgame', 'epauletteMate', 'mate', 'mateIn2', 'short']"
4w7hO,8/p7/2p5/3k3p/3P2p1/1PNK3P/r1P5/8 b - - 1 39,d5d6 c3a2 g4h3 a2c3 h3h2 c3e4,2150,75,85,111,advantage endgame long quietMove,https://lichess.org/5rn9f2gG/black#78,,"['advantage', 'endgame', 'long', 'quietMove']"
5DFwr,2r5/4p2p/5bp1/3k4/p3R3/P4P2/1rBR2PP/2K5 b - - 1 28,d5c6 e4c4 c6b7 c2e4 b7b8 c4c8 b8c8 d2b2,2416,108,90,1124,crushing endgame exposedKing veryLong,https://lichess.org/YMzHqIWR/black#56,,"['crushing', 'endgame', 'exposedKing', 'veryLong']"
0jCYI,1k6/1b1q1rB1/5P2/pp1pP3/2pP3b/P1P5/1PQ1K3/RN6 w - - 1 24,b1d2 d7g4 d2f3 g4g2,1061,92,95,11407,crushing middlegame short,https://lichess.org/9m0V7X4K#47,,"['crushing', 'middlegame', 'short']"
3nVjb,3rr1k1/1p1b1p1p/p4qp1/3Pnp2/5Q1P/P1NBR1P1/1P3P2/R5K1 w - - 1 23,a1e1 e5d3 e3d3 e8e1,1216,84,64,50,middlegame,https://lichess.org/gxL3TrFB#45,,['middlegame']
0aXGR,2r3k1/1b2n1b1/pq1p3p/1p1Pp1p1/4BrP1/1P1Q1N1P/P4PK1/2RR1N2 b - - 3 24,f4e4 c1c8 e7c8 d3e4,1545,76,79,741,crushing intermezzo master middlegame short,https://lichess.org/saT4IS2M/black#48,,"['crushing', 'intermezzo', 'master', 'middlegame', 'short']"
4hJmN,r1b3k1/pp1nr1bR/2p2pQB/q7/3P4/2P5/PP3PP1/2KR2N1 b - - 4 17,d7f8 h7g7 e7g7 g6g7,1192,79,93,1134,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Z0oqgzJ6/black#34,Caro-Kann_Defense Caro-Kann_Defense_Tartakower_Variation,"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']"
5HuaA,r4r2/pp4k1/2p1b1q1/3p1pPB/3Pp2Q/4P3/PPP3P1/2K4R b - - 4 23,g6h7 g5g6 h7h5 h4h5 f8h8 h5d1,1864,74,87,1224,advantage defensiveMove long master middlegame,https://lichess.org/Hk7aJYng/black#46,,"['advantage', 'defensiveMove', 'long', 'master', 'middlegame']"
2bztu,rn2k2r/2q2pp1/2p1pnp1/p1Pp4/N7/3BP3/PP3PPP/R2Q1RK1 w kq - 2 15,d1b3 c7h2,809,78,100,178,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/7tkO6hcJ#29,Slav_Defense Slav_Defense_Other_variations,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
0JydZ,r3kb1r/pb1n1ppp/1qB1pn2/4N3/3P4/4P3/1P3PPP/RNBQK2R w KQkq - 2 11,d1a4 b7c6 a4c6 b6c6 e5c6 a8c8 b1c3 c8c6,2207,78,85,136,advantage middlegame veryLong,https://lichess.org/tCn3weSz#21,Queens_Gambit_Accepted Queens_Gambit_Accepted_Old_Variation,"['advantage', 'middlegame', 'veryLong']"
1Gqag,8/1p6/1p2k3/2p3p1/P1P1K1P1/1P6/8/8 w - - 1 43,e4e3 e6e5 b3b4 c5b4,966,90,95,321,crushing endgame pawnEndgame short zugzwang,https://lichess.org/BDbXNuZV#85,,"['crushing', 'endgame', 'pawnEndgame', 'short', 'zugzwang']"
